timestamp,learning_rate,num_train_epochs,batch_size,warmup_steps,weight_decay,max_length,test_size,data_size,num_labels,eval_accuracy,eval_loss,train_loss,train_runtime,best_metric,best_global_step,output_dir
2026-08-15 21:52:50,2e-05,4,16,10,0.01,64,0.2,500,12,0.82,1.059696912765503,0.8083,262.9364,0.82,75,./results
2026-08-15 22:23:36,2e-05,4,16,10,0.01,64,0.2,500,12,0.85,1.18100905418396,1.0323,205.3831,0.85,75,./results
2026-08-15 22:44:28,2e-05,4,16,10,0.01,64,0.2,1000,12,0.875,0.45795249938964844,0.2214,370.8729,0.875,150,./results
